"dwc.family","dwc.genus","dwc.specificEpithet","idigbio.uuid","dwc.scientificName","dwc.occurrenceID","dwc.decimalLatitude","dwc.decimalLongitude"
"Holothuriidae","Holothuria","isuga","bf6cd054-d0d5-4fcf-81c9-3942bbbe5eae","Holothuria isuga","0212646C-29E3-404F-82C0-F8F5A7885729",NA,NA
"Holothuriidae","Holothuria","isuga","0d289198-a672-4aa1-989f-85df8c5e341b","Holothuria isuga","862E8B8A-15A5-4883-AD58-482EBF6C02BC",NA,NA
"Holothuriidae","Holothuria","kefersteini","8020e4e7-8dc2-490d-b80b-64ecaaef1742","Holothuria kefersteini","7AD6C508-C88E-4632-B482-D3DDCB3D3892",8.333333,-79.116667
"Holothuriidae","Holothuria","lentiginosa","4de72944-5877-4389-a738-99f77135e4a9","Holothuria lentiginosa","600B14D9-3B48-4830-BBAD-E34A5C63906C",25.374,-83.9693333333333
"Holothuriidae","Holothuria","lentiginosa","fdca0529-f73a-478d-8255-422b6786f32f","Holothuria lentiginosa","6FEA6232-94BD-42A3-A178-0EE57C1F3B7D",25.3746666666667,-83.9831666666667
"Holothuriidae","Holothuria","lineata","ff0b23ee-a23a-4893-8ee4-d697abb49c0e","Holothuria (Lessonothuria) lineata","MCZ:IZ:HOL-1406",NA,NA
"Holothuriidae","Holothuria","lineata","8fdfb3ac-d17b-4bf9-9d9b-cf2515b5ade9","Holothuria (Lessonothuria) lineata","MCZ:IZ:HOL-1371",NA,NA
"Holothuriidae","Holothuria","lineata","5724fe95-57dd-41e4-9a79-4d043435353b","Holothuria (Lessonothuria) lineata","MCZ:IZ:HOL-1407",-6.028749,39.473784
"Holothuriidae","Holothuria","pardalis","000010c5-9f53-40a8-bcbc-aed1b64a620c","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-961",NA,NA
"Holothuriidae","Holothuria","pardalis","c00db556-a0f7-4abc-85ac-5ced6825f2d8","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1109",13.506196,120.953295
"Holothuriidae","Holothuria","pardalis","4190e425-843e-4565-80d3-f88919940537","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1849",NA,NA
"Holothuriidae","Holothuria","pardalis","bc2dcecd-17ba-4877-9fa8-770cafbf6db7","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1053",-9.91518,144.05164
"Holothuriidae","Holothuria","pardalis","b20572a0-836b-44f8-86ee-ebbf6d910000","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1543",-31.532389,159.0727
"Holothuriidae","Holothuria","pardalis","5954e08d-132d-4d7b-99d7-b6846b5ed59b","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-4087",NA,NA
"Holothuriidae","Holothuria","pardalis","e644db6a-0bce-475b-9838-56893aaf0698","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1391",-17.2,146.05
"Holothuriidae","Holothuria","pardalis","97df3a8a-c912-40b4-bf05-32693c83da3f","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-675",NA,NA
"Holothuriidae","Holothuria","pardalis","06cfe61a-8b50-46fc-b8b9-bb891388e704","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1541",NA,NA
"Holothuriidae","Holothuria","pardalis","e9554179-2044-437d-b03e-ad4e6249b809","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-877",NA,NA
"Holothuriidae","Holothuria","pardalis","87af1ec9-82bb-4311-aff7-3910778c48ee","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1054",NA,NA
"Holothuriidae","Holothuria","pardalis","816bdb16-f4c9-4566-8f26-0a02db9ab27f","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-878",NA,NA
"Holothuriidae","Holothuria","pardalis","2d56be24-ce25-41ac-85e3-0b9d158a42b4","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1948",NA,NA
"Holothuriidae","Holothuria","pardalis","6be803cf-26bc-4e54-a409-a6037bdaab48","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-677",NA,NA
"Holothuriidae","Holothuria","pardalis","8948977f-d3ce-4601-93ea-cb2965addb0e","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1421",-6.028749,39.473784
"Holothuriidae","Holothuria","pardalis","306f3720-42fd-475a-a2bc-fcb06aef89c1","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1909",NA,NA
"Holothuriidae","Holothuria","pardalis","2774b01e-02ae-4281-9759-5f3a47824615","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1055",-16.762555,145.981093
"Holothuriidae","Holothuria","pardalis","b6d8dc9b-687d-4702-a811-4150478efc12","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-681",NA,NA
"Holothuriidae","Holothuria","pardalis","edf44549-9790-4411-a189-671e8a4260d8","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1910",NA,NA
"Holothuriidae","Holothuria","pardalis","6a5110d3-3524-4f79-be29-54d8e2aeaabb","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-676",NA,NA
"Holothuriidae","Holothuria","pardalis","35525f18-2428-4d77-b9c2-328bcf7eff4d","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1540",-18.571347,121.729044
"Holothuriidae","Holothuria","pardalis","5d4d239d-2747-4628-ab00-bad38a2ffc90","Holothuria (Lessonothuria) pardalis","MCZ:IZ:126515",NA,NA
"Holothuriidae","Holothuria","pardalis","0114b03d-85cd-40ca-b65f-f791428b3681","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1542",-17.96361,122.23028
"Holothuriidae","Holothuria","pardalis","327c7b3c-b82f-48af-b87d-5c7d1456818c","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1263",-18.152256,178.462672
"Holothuriidae","Holothuria","pardalis","3cd7fa3c-44a3-417d-b8e9-886b6bb76d7d","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1539",NA,NA
"Holothuriidae","Holothuria","pardalis","05b64478-d646-414c-9df0-36025731ac9a","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-962",NA,NA
"Holothuriidae","Holothuria","pardalis","37947cf2-62c9-42f9-ac13-1a6f0a2ae8c7","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-1420",NA,NA
"Holothuriidae","Holothuria","pardalis","4fd12b2b-3168-46d0-bb2c-70ff1322dfb2","Holothuria (Lessonothuria) pardalis","MCZ:IZ:HOL-4086",NA,NA
"Holothuriidae","Holothuria","verrucosa","03128688-c4cc-41ff-bdaf-fa055a82a5e6","Holothuria (Lessonothuria) verrucosa","MCZ:IZ:HOL-735",NA,NA
"Holothuriidae","Holothuria","verrucosa","0433c2ac-584a-4448-a8a9-1077073f4278","Holothuria (Lessonothuria) verrucosa","MCZ:IZ:HOL-1477",-6.028749,39.473784
"Holothuriidae","Holothuria","lineata","6f2feda4-b4d3-493e-8e1f-1dc593b2d0e6","Holothuria lineata","AEE55F19-4747-484A-BC64-E20256BFB217",-22.69265,113.6583
"Holothuriidae","Holothuria","lineata","ca124842-aa20-4e63-a3e1-b9f978c2010d","Holothuria lineata","16256FF9-F02F-43FD-81F1-9B18CF549455",20.3987,58.48965
"Holothuriidae","Holothuria","lineata","54f29827-8c24-4a84-9bc3-22f0f17b5e93","Holothuria lineata","8C334E41-6978-45C3-9E60-B05329412F64",13.5,144.8
"Holothuriidae","Holothuria","lineata","7165ea02-a761-49bd-9e4b-834eaae0aabf","Holothuria lineata","11FBCD78-8232-4AF2-985C-CEE1315B4D75",-12.760527,45.067972
"Holothuriidae","Holothuria","lineata","3847e56d-b72c-4a00-a4e1-43b8114768b8","Holothuria lineata","8A1A3E96-A843-41E1-A9C7-D6501A68A49F",-13.4139,48.3056
"Holothuriidae","Holothuria","lineata","4097c1d7-8504-40a1-8443-48a85caf6b01","Holothuria lineata","74CB46DE-D06B-4ADB-96D5-6F732A70DDAA",-17.489864,-149.825484
"Holothuriidae","Holothuria","lineata","0ee1a887-0c4f-4651-9961-548d93219e09","Holothuria lineata","8118BC75-FEB3-4C76-8711-31275153A2DD",26.406339,127.844547
"Holothuriidae","Holothuria","lineata","84a1c94c-9a54-4ea3-9694-4f3a3c06e40b","Holothuria lineata","5B754FDC-96DE-4A1B-9962-5B75DBFF94EB",19.7325,-155.07139
"Holothuriidae","Holothuria","lineata","ed2901be-765e-4f64-b3fa-4a73e124fde1","Holothuria lineata","A5DBB76A-3E2B-4C78-8A33-2CE12F78542B",21.4352833333333,-157.788783333333
"Holothuriidae","Holothuria","lineata","8e056d07-d913-44c8-b9b2-a618452011ef","Holothuria lineata","2CF82701-7FD4-4C91-BA3D-9F0B65B6E1B5",NA,NA
"Holothuriidae","Holothuria","lineata","6779bc03-5468-4285-b121-569e16567af7","Holothuria lineata","F5FBC2E8-93E5-4883-B321-9E3AB3B86BFA",-21.0805,55.2238
"Holothuriidae","Holothuria","lineata","f5dd7951-3778-4797-bcf9-2f4848ab2166","Holothuria lineata","88A9F8ED-4970-4915-8ECD-275DBFD22A12",-12.760527,45.067972
"Holothuriidae","Holothuria","lineata","7fe2b433-2df8-4ab8-a099-847b84e80816","Holothuria lineata","22D9CADF-8ACA-4005-87E4-FAA9E4FBF511",-12.947371,45.099797
"Holothuriidae","Holothuria","lineata","03b83817-d669-4e26-9c4c-870335ae9cca","Holothuria lineata","72084672-5B55-49C2-8831-0DF6AE342697",NA,NA
"Holothuriidae","Holothuria","lineata","832e17a3-048f-4e12-9bba-2b9e1cde83e2","Holothuria lineata","DE3E60C5-3137-45F8-A994-25C6F606CBC8",10.21124,123.98523
"Holothuriidae","Holothuria","lineata","2c88f02b-d379-4a1f-9198-a3c58d8f2070","Holothuria lineata","B28897D2-870C-4D5B-91B9-DF062285F0F4",NA,NA
"Holothuriidae","Holothuria","lineata","84e37961-d10f-4b4d-acbd-f056be1d3682","Holothuria lineata","6B074CB3-E7F5-45C6-B252-B15F915BCE79",-21.2,-159.8
"Holothuriidae","Holothuria","lineata","339b08d8-640e-450f-a935-6d8765a0c966","Holothuria lineata","18FC8F0B-9090-454E-979C-B8694D4074EB",-18.844935,163.47628
"Holothuriidae","Holothuria","lineata","bed5ae9c-f0e0-463a-88ee-4a5130991f08","Holothuria lineata","20401712-8233-4A40-86F4-575870A80AAE",-22.67552,113.68403
"Holothuriidae","Holothuria","lineata","e10d00d3-de7a-4f28-844c-74caf943354f","Holothuria lineata","AD0FB31F-C96C-4154-AD53-093DBBCE8EFB",-21.2,-159.8
"Holothuriidae","Holothuria","lineata","dbd3c19f-656a-4cf8-9f01-8c4566dbe7a4","Holothuria lineata","D2D57623-9F0C-4986-8B75-6C520AC549D4",-13.4069,48.2917
"Holothuriidae","Holothuria","lineata","cb231a8a-173a-4bdf-9bdc-a7742aefa357","Holothuria lineata","26A0E755-3F89-4B9D-83D0-6F49E38E902D",-18.042225,162.958427
"Holothuriidae","Holothuria","lineata","96d966c0-7fa0-47c2-a807-b037f8867659","Holothuria lineata","8F8BC657-80EE-416D-A960-898565D1453E",-13.58018,47.82011
"Holothuriidae","Holothuria","lineata","1ef2aca3-d0df-41f6-8fa9-d248b0ac9215","Holothuria lineata","29D14BF1-8265-48AC-8DB8-CE4AA7DCA407",20.91889,-156.66444
"Holothuriidae","Holothuria","lineata","b5ed699e-b5f8-4543-ae04-bdfed6ae704b","Holothuria lineata","FF8E9FF0-E236-446F-96B1-5226000E3B7C",-2.78638888888889,150.448333333333
"Holothuriidae","Holothuria","lineata","b1e84a4b-1227-4703-a5b1-5e76e340c879","Holothuria lineata","8CD44A71-CA00-4D71-B85E-E75AC4889EDB",-17.5,-149.8
"Holothuriidae","Holothuria","lineata","e5ece14f-62ab-4e1b-b390-dedf01895ac3","Holothuria lineata","2321E9A4-E84F-4710-A402-2CEC24D9600B",NA,NA
"Holothuriidae","Holothuria","lineata","6d157a79-ceb8-46e1-ae00-a8043767e199","Holothuria lineata","EB2E9302-3B9C-478C-948A-FF79E0424F05",23.8563,-166.2168
"Holothuriidae","Holothuria","lineata","3dc02fe9-8974-455a-9355-63860dfe8f3b","Holothuria lineata","95E572EB-85DA-48B0-BAA5-8B2BF98C53A1",-21.0805,55.2238
"Holothuriidae","Holothuria","lineata","1754a4f5-6ce6-4d63-bb00-2b32c3d2fd3d","Holothuria lineata","3F5E168D-8BC7-4C71-9403-E3B74F57D181",NA,NA
"Holothuriidae","Holothuria","lineata","9f8d3b99-e309-45a5-9987-d250c7c3400d","Holothuria lineata","1508D3EF-DD9E-466D-8F92-612F854382FE",-22.69265,113.6583
"Holothuriidae","Holothuria","lineata","4fccecb0-7f3c-4f2d-bc20-3cbdf18681e6","Holothuria lineata","9B8FA643-78EE-46D5-AA7A-6ADA1B5CA75A",-5.18395,145.802183
"Holothuriidae","Holothuria","lineata","b176e204-1a7e-49a0-975a-0532772858c2","Holothuria lineata","5675BFC0-AE94-4485-9BD3-FAB536022510",23.6565,-166.0778
"Holothuriidae","Holothuria","lineata","8849158c-ac8c-48ce-9b7a-ebb0ac822af9","Holothuria lineata","298FEC68-F0EA-4573-BDF6-C1126A4BFFC9",-5.18395,145.802183
"Holothuriidae","Holothuria","lineata","13f0a64f-5727-460f-87a8-cdd60fedddeb","Holothuria lineata","EF15705F-F7EC-4D78-B9A4-EDF1D57DAF08",NA,NA
"Holothuriidae","Holothuria","lineata","a32a7055-dcda-4dd6-950a-f795c2fe16ca","Holothuria lineata","282D912B-6125-4E73-8BAE-4A427FBCC9EA",13.5,144.8
"Holothuriidae","Holothuria","lineata","3045064f-3040-4e47-a28f-76c06529a2e1","Holothuria lineata","66CC4F36-4CAC-48DE-B741-FC50C0884BB2",-21.101667,55.243611
"Holothuriidae","Holothuria","lineata","fe386921-dfb3-4076-a4fa-229707534a25","Holothuria lineata","4BD839E0-BB7F-4645-AE6E-6098463FA56F",-8.94218,-140.16142
"Holothuriidae","Holothuria","lineata","f9c46579-df98-4fd6-b085-3a72dc2bdb3c","Holothuria lineata","6897E16C-116B-4781-877B-B2D7DD0C0309",-22.67533,113.6843
"Holothuriidae","Holothuria","lineata","b02a6b0e-3e7f-46e4-8f99-1616687b3ac8","Holothuria lineata","B41B9266-7E44-4B18-90E2-2124922FDE4D",-22.38318,166.8528
"Holothuriidae","Holothuria","lineata","a0a8f0c8-551d-45bc-a3aa-b8b7f7c2d86c","Holothuria lineata","61CD082D-707D-4458-BF60-2280EB26A825",5.36173,162.96682
"Holothuriidae","Holothuria","lineata","dd666c00-4159-4fe3-8684-270e156f3188","Holothuria lineata","1AB260F8-8AD6-4818-AEF4-48AF81279EBB",-23.54396,151.72279
"Holothuriidae","Holothuria","lineata","31f493e3-5e6e-424a-bc30-2f531bb3715e","Holothuria lineata","501E1B6E-ABE4-475A-949E-C5E1A71255FA",-10.2608333333333,150.7125
"Holothuriidae","Holothuria","lineata","4d09d9fe-a5e5-4a9c-baaa-4db3affac23c","Holothuria lineata","D38DF1FB-EBEC-4A4E-A02E-004A52083B2C",-13.41562,48.24648
"Holothuriidae","Holothuria","lineata","5583505b-75df-4379-bf57-41c7c7d804a1","Holothuria lineata","F68F0256-6B49-4724-AFEF-ED4743B81DD0",-6.38733,39.28727
"Holothuriidae","Holothuria","lineata","e96c3ff4-34ab-48a8-b27d-19be86d6adc0","Holothuria lineata","E8E06FF5-5B64-4E33-B4BC-5C779D8430C8",-5.078866,145.814407
"Holothuriidae","Holothuria","lineata","c1644f1e-913e-45d4-b18e-a2a42f76f72b","Holothuria lineata","F3BFDC7A-37FA-4993-8E24-3C42375ADA8C",-17.495201,-149.86238
"Holothuriidae","Holothuria","lineata","f4f12522-e9f2-4e5d-8059-e65743344583","Holothuria lineata","7F588D0B-C014-43F9-B465-6EE7AA7CD81C",23.7212,-166.1328
"Holothuriidae","Holothuria","lineata","db6a7d4b-ef0a-476f-b594-ff0fc735b91d","Holothuria lineata","1CA12C80-D7DD-4D32-A89B-B55B2D58A00C",-24.92075,152.491666666667
"Holothuriidae","Holothuria","lineata","9f1283b9-929f-4734-8019-40dafc1ccb7e","Holothuria lineata","3EA497C0-0E4C-4BDA-A33F-AAB97D5D812C",NA,NA
"Holothuriidae","Holothuria","lineata","58636675-a26b-43fe-b897-5bf1353373a9","Holothuria lineata","C4F8995B-BE9B-4A02-9754-064B34A744F9",-22.67533,113.6843
"Holothuriidae","Holothuria","lineata","7ea29b04-b2f5-464d-847a-0e0b4a3681a3","Holothuria lineata","1E05DDF3-66CD-419F-B0A0-0DAF0BF12266",-20.2743333333333,57.3686666666667
"Holothuriidae","Holothuria","lineata","b82c7220-9fe0-4bed-aedc-7312b1db00ed","Holothuria lineata","9C9C869E-26E4-4AFC-B492-88F5C54EFD90",NA,NA
"Holothuriidae","Holothuria","lineata","388af22f-ecde-4ea1-8c2f-d3169274796f","Holothuria lineata","B3D39A0B-EB92-4970-9B87-919FCD9E9631",-17.487298,-149.824919
"Holothuriidae","Holothuria","lineata","937c68ce-ca3c-4f16-a601-545976a10750","Holothuria lineata","31A334D1-92A0-4A60-8734-1B6A9A9F6904",NA,NA
"Holothuriidae","Holothuria","lineata","661152ec-d8bd-42bd-a9a0-0a40c728ef45","Holothuria lineata","4FD157F5-E9C0-487A-A1C7-44E0653F293C",9.4158,123.2449
"Holothuriidae","Holothuria","lineata","748408f3-854b-43b7-bd11-5c7d90cff7b6","Holothuria lineata","B17141DC-E279-4DE8-93D2-E339CD3BF9CB",-22.67552,113.68403
"Holothuriidae","Holothuria","lineata","2bcfdda1-a29f-4f42-9c0c-559e5e2eb9f5","Holothuria lineata","9E65186C-24A4-4602-A02E-6D5A833B0F4F",NA,NA
"Holothuriidae","Holothuria","lineata","24873a40-b13e-404e-84b3-4ce7279d7063","Holothuria lineata","8FE23D1C-ADAD-4799-B867-A336C4E7B71A",NA,NA
"Holothuriidae","Holothuria","lineata","73461d58-30d1-4411-a580-eba5471e6076","Holothuria lineata","59A96ACC-B1EB-43AD-9B33-ABAF8738F4D1",NA,NA
"Holothuriidae","Holothuria","lineata","d1053e97-62de-40a9-a31f-cd2b759f3965","Holothuria lineata","ABBF9E27-CAA1-4B68-96DA-9DAD751C258D",-23.31947,-134.48297
"Holothuriidae","Holothuria","lineata","4e65e66f-3c47-43a9-a820-d231c953b08d","Holothuria lineata","E374600D-89DB-4899-872D-2E24BAD6EC3E",26.444199,127.772746
"Holothuriidae","Holothuria","lineata","a4ea4ffb-fadb-4ff2-9789-2486fcb5277a","Holothuria lineata","65C4422F-F6EC-4159-BBAA-F3EFDADC7120",-6.38733,39.28727
"Holothuriidae","Holothuria","lineata","8c27e343-e919-4cff-af59-4b67e53f23b6","Holothuria lineata","2C20B4A2-BCFC-4A3D-9CDD-DC21BFF233B6",NA,NA
"Holothuriidae","Holothuria","lineata","9a287144-f97a-4641-9813-a6b290b7db4b","Holothuria lineata","B25573C9-BC25-4A5D-91E6-ADF941899BE9",13.5,144.8
"Holothuriidae","Holothuria","lineata","bbacd3bf-8958-4733-ae11-5af97056d69b","Holothuria lineata","F9852D9D-C993-44E7-B444-DB5D031ECD40",NA,NA
"Holothuriidae","Holothuria","lineata","4052b80b-cf65-4e1d-86e7-460196d665c7","Holothuria lineata","392F155C-9BED-48C0-8C22-26EAEC845C07",-21.1008,55.2437
"Holothuriidae","Holothuria","lineata","e507c8df-9075-4c38-900b-00d1d9881ddc","Holothuria lineata","31F81705-BC68-4412-8A3E-202E5D3E2139",NA,NA
"Holothuriidae","Holothuria","lineata","0112ff74-663e-4c1b-8361-6f1a1d3b36d6","Holothuria lineata","28946A7F-8E49-4E65-8D1C-35096E1D1B7D",-17.48673,-149.82708
"Holothuriidae","Holothuria","lineata","127f1524-311a-4816-8735-a6f95fcdd051","Holothuria lineata","CA7066B7-1572-4C0F-A764-792952E40FEE",NA,NA
"Holothuriidae","Holothuria","lineata","95dfd04d-ee1f-4fef-9664-f9f5fa8496e8","Holothuria lineata","33D37971-9BD0-414D-A88E-D184987BB6BD",NA,NA
"Holothuriidae","Holothuria","lineata","402d6c88-4baa-4905-ab4d-2c703c618bf3","Holothuria lineata","99F20DA0-24CF-461A-B611-91C2F2C44156",-17.489864,-149.825484
"Holothuriidae","Holothuria","lineata","652ecf83-564c-459e-8396-cabab75e08f7","Holothuria lineata","AC59603E-9137-4410-8152-91C6F22C74FB",NA,NA
"Holothuriidae","Holothuria","lineata","2105cdc0-1052-4cd2-a32b-e5b19a2e35a2","Holothuria lineata","384A979F-3457-4F84-B7F9-A60CAEF3D071",13.479906,144.726632
"Holothuriidae","Holothuria","lineata","4d58f3d5-e11e-4cf4-8e30-92a09a36fa17","Holothuria lineata","D431BB71-4A3A-4D2E-9C2A-DD90736BCAF3",-22.67533,113.6843
"Holothuriidae","Holothuria","lineata","68d41592-72e0-4105-b652-9a2943c8819f","Holothuria lineata","094DA5E5-711B-44C6-A213-1B382D53E26E",-19.1,-169.9
"Holothuriidae","Holothuria","lineata","8af8c3f9-7fa6-433e-a871-23974d4d8213","Holothuria lineata","8CF7AC85-0DDA-458D-A837-6E650BC65E44",26.607234,127.919026
"Holothuriidae","Holothuria","lineata","f2ede4c7-170b-4426-a8e4-28c8e2920b22","Holothuria lineata","D584A72F-20FA-4CB5-B61B-F22334F2FB96",-22.67533,113.6843
"Holothuriidae","Holothuria","lineata","160c6e8d-9075-4f1d-95ab-6f0a4655b9fe","Holothuria lineata","8147F5BB-2AD1-4D39-A978-0498D470CB18",-10.6953333333333,152.3355
"Holothuriidae","Holothuria","lineata","8fa013ad-8f1b-4fe0-b8c5-dce74d65f80e","Holothuria lineata","DB557EBC-7550-43CA-BECC-1E63E7F6BB21",21.4352833333333,-157.788783333333
"Holothuriidae","Holothuria","macroperona","ce7c0e18-af45-4a31-aa84-fcda4af2f0a8","Holothuria macroperona","E34A532C-5DD2-4FF9-B199-864AFD849534",-35.085,137.749
"Holothuriidae","Holothuria","macroperona","9149979d-0e58-4a6e-9766-8ee7b77fe717","Holothuria macroperona","C133F9EB-9D36-40EF-BA4A-FEDBFEA6866A",-35.085,137.749
"Holothuriidae","Holothuria","mactanensis","97d37b6a-eedf-48a3-94f9-db779d3aec75","Holothuria mactanensis","0B121B7B-6104-4A11-A7F0-FE1A881A6D70",10.2865,124.0025
"Holothuriidae","Holothuria","martensi","c8a47cfe-26a8-4028-84ab-273e720f672a","Holothuria martensi","C323AFCF-B952-4962-9195-991350E96919",25.145,121.806
"Holothuriidae","Holothuria","hilla","748b906c-1114-42c8-89f0-08454352c2c6","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-4072",NA,NA
"Holothuriidae","Holothuria","hilla","f7702ae9-530e-4ae5-873f-671a913220d2","Holothuria (Mertensiothuria) hilla","MCZ:IZ:126395",NA,NA
"Holothuriidae","Holothuria","hilla","fcc8753c-085a-4379-a81a-b910642725d0","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-670",NA,NA
"Holothuriidae","Holothuria","hilla","634a9a5a-686c-42cf-885e-517301e9e251","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-761",NA,NA
"Holothuriidae","Holothuria","hilla","26223ccd-51e9-410b-8f52-ad68b973073c","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-506",NA,NA
"Holothuriidae","Holothuria","hilla","7194bff1-c3b6-4400-8b5c-a2d1c46c156a","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-672",NA,NA
"Holothuriidae","Holothuria","hilla","7df12836-ddf3-4d63-a39c-31e875383fb3","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-1353",NA,NA
"Holothuriidae","Holothuria","hilla","c0e3c1dc-c3bd-4bdb-95c4-5fd2fbb5916a","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-1352",NA,NA
"Holothuriidae","Holothuria","hilla","8756f30a-55a6-441d-b56b-939a2d757100","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-762",NA,NA
"Holothuriidae","Holothuria","hilla","cef6b91b-764f-4368-a18c-2d16d3b64622","Holothuria (Mertensiothuria) hilla","MCZ:IZ:HOL-1532",NA,NA
"Holothuriidae","Holothuria","leucospilota","1a19b653-efd2-4f06-ad74-c669c161d4c9","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-733",NA,NA
"Holothuriidae","Holothuria","leucospilota","1193f46b-7de5-44bf-b298-4b44e2b88fe6","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-725",NA,NA
"Holothuriidae","Holothuria","leucospilota","b9b251f2-e79b-4cf8-a128-ffaed7bc4c68","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1066",NA,NA
"Holothuriidae","Holothuria","leucospilota","4545b2b7-e861-4cb3-84c6-14d9543f6208","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1524",NA,NA
"Holothuriidae","Holothuria","leucospilota","f7d245cd-aa76-43bf-9db9-c7838b0bf18d","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-724",NA,NA
"Holothuriidae","Holothuria","leucospilota","de746269-f7a8-4ac5-b23f-1a18a2fb5e8f","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1370",NA,NA
"Holothuriidae","Holothuria","leucospilota","47df196c-81e1-44d6-a23b-d758971dab55","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-715",NA,NA
"Holothuriidae","Holothuria","leucospilota","3a51ef5d-a65c-46aa-8fae-dfd821e5bc44","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-734",-20.3,57.583333
"Holothuriidae","Holothuria","leucospilota","63cd49df-cf9f-41dd-a42a-657371ebed01","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1523",-31.532389,159.0727
"Holothuriidae","Holothuria","leucospilota","a298ec16-70e3-43f9-9513-11d62111d9b4","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-4083",NA,NA
"Holothuriidae","Holothuria","leucospilota","061a2030-4a0a-4833-b897-3351327b51f9","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-2093",NA,NA
"Holothuriidae","Holothuria","leucospilota","08f0969d-e641-4fa2-a1f3-612addb2fbbb","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-4084",NA,NA
"Holothuriidae","Holothuria","leucospilota","3535d97c-b498-4868-927f-4d850e90089b","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1112",NA,NA
"Holothuriidae","Holothuria","leucospilota","ac5be9e0-c3a6-45b0-a8fa-31e87f0843c8","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1916",NA,NA
"Holothuriidae","Holothuria","leucospilota","59d71718-a44d-4197-959c-589065919de9","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1850",NA,NA
"Holothuriidae","Holothuria","leucospilota","6a109a03-60f8-4761-9c9a-67f4852a50e6","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-768",NA,NA
"Holothuriidae","Holothuria","leucospilota","0bedc860-4286-4fa0-87fb-ec599225627e","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-726",NA,NA
"Holothuriidae","Holothuria","leucospilota","fe230d2f-f45d-477c-bc27-2b87d659f5af","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-1113",NA,NA
"Holothuriidae","Holothuria","leucospilota","13efa241-c52a-4e93-9ab4-971094bf645c","Holothuria (Mertensiothuria) leucospilota","MCZ:IZ:HOL-728",9.87541,124.43293
