"dwc.family","dwc.genus","dwc.specificEpithet","idigbio.uuid","dwc.scientificName","dwc.occurrenceID","dwc.decimalLatitude","dwc.decimalLongitude"
"Holothuriidae","Holothuria","pyxis","26c812cf-d1e9-4841-8374-6c3a7fac98c1","Holothuria (Acanthotrapeza) pyxis","MCZ:IZ:HOL-1100",13.506196,120.953295
"Holothuriidae","Holothuria","pyxis","aa216713-54c1-4e86-bc5c-98fba3e1fd63","Holothuria (Acanthotrapeza) pyxis","MCZ:IZ:HOL-1018",-9.91518,144.05164
"Holothuriidae","Holothuria","pyxis","c6f2020c-b4cb-4599-ac8b-baa7fbd48a80","Holothuria (Acanthotrapeza) pyxis","MCZ:IZ:HOL-1795",NA,NA
"Holothuriidae","Holothuria","pyxis","4c7cbc1d-dd4b-42b1-b7c4-a8986e90f3ff","Holothuria (Acanthotrapeza) pyxis","MCZ:IZ:HOL-561",11.167626,123.722643
"Holothuriidae","Holothuria","pyxis","ba8be976-2f91-4388-8cb5-dccff84b9e6e","Holothuria (Acanthotrapeza) pyxis","MCZ:IZ:HOL-553",6.882843,158.230164
"Holothuriidae","Holothuria","annulifera","b0fecedc-2f59-4e6a-8f43-8f7e430ae7cd","Holothuria annulifera","urn:catalog:CAS:IZ:184142",NA,NA
"Holothuriidae","Holothuria","canaliculata","e284525e-a5b9-483f-95b4-bb971cba2e06","Holothuria canaliculata","FFFBBA6F-F86B-4332-9B1C-AD9D37321C0D",NA,NA
"Holothuriidae","Holothuria","casoae","6d4053a6-c155-4b48-b5a6-8d1c2d0e42d1","Holothuria casoae","5F112E8A-9CAC-4253-82E9-76629CCE3462",NA,NA
"Holothuriidae","Holothuria","cavans","f2c4eccd-3f06-47eb-877f-849eb8cdf271","Holothuria cavans","EF5E0665-D385-4F18-AF5D-F6EC0A7AED4A",2.14073333333333,118.51
"Holothuriidae","Holothuria","n sp","960c7451-9218-472c-96b4-62c31338390a","Holothuria (Cystipus)","MCZ:IZ:HOL-1919",-1.135076,-91.772046
"Holothuriidae","Holothuria","n sp","1f1353c2-5c3a-42d4-99c4-f2fd96a35581","Holothuria (Cystipus)","MCZ:IZ:HOL-874",NA,NA
"Holothuriidae","Holothuria","n sp","1ffaf0ff-05a7-4800-bd47-698e4d10696e","Holothuria (Cystipus)","MCZ:IZ:32007",24.162345,-110.35825
"Holothuriidae","Holothuria","n sp","695095c8-5e16-4f74-9336-9e5f1d421081","Holothuria (Cystipus)","MCZ:IZ:HOL-2081",24.322626,-109.713983
"Holothuriidae","Holothuria","n sp","1b76fbe8-f6ec-4164-ac42-65c5ffabb1f4","Holothuria (Cystipus)","MCZ:IZ:HOL-2126",15.839126,-97.076816
"Holothuriidae","Holothuria","occidentalis","04a0d8d5-a22f-4e81-9147-b83b006944cc","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-2022",22.775,-79
"Holothuriidae","Holothuria","occidentalis","226abe51-ffa8-4795-a749-a74e0f0451a9","Holothuria (Cystipus) occidentalis","MCZ:IZ:31736",9.0216666667,-76.67
"Holothuriidae","Holothuria","occidentalis","f0d6f083-9644-4f6c-82f8-4227c8bdd45c","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4095",9.1416666667,-80.3483333333
"Holothuriidae","Holothuria","occidentalis","6e04e073-fb20-4fe0-8b6c-5d5c60ea6f37","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4109",NA,NA
"Holothuriidae","Holothuria","occidentalis","e953e30a-5339-4b5e-8a9b-c98173cc07ef","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4098",9.6316666667,-75.84
"Holothuriidae","Holothuria","occidentalis","cdd3349e-19fc-46e6-8545-2a9de02411a9","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-2021",20.75,-75.3333333333
"Holothuriidae","Holothuria","occidentalis","4163d870-8a97-4d1f-b212-57cf25e3b0b2","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4096",8.8733,-76.84
"Holothuriidae","Holothuria","occidentalis","5930e7a0-ffc4-4b75-879a-9d3a3943b55f","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4097",NA,NA
"Holothuriidae","Holothuria","occidentalis","f6a767e4-87c7-4861-a4f0-00bdf37f8ab4","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4110",8.9683333333,-81.4383333333
"Holothuriidae","Holothuria","occidentalis","e4c90f8f-674a-4329-a9a1-439bf2602566","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4091",9.55,-78.8333
"Holothuriidae","Holothuria","occidentalis","d9b0bc62-6591-40a6-8517-2fbdf9fc4e27","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4092",9.6483,-79.255
"Holothuriidae","Holothuria","occidentalis","cd7bbd71-f000-47ca-bab5-912d39bfd279","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4106",10.1083,-75.8017
"Holothuriidae","Holothuria","occidentalis","4efdb793-3cd9-4165-a652-593395322821","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4108",9.10667,-76.525
"Holothuriidae","Holothuria","occidentalis","0ce352f0-e181-4585-8db3-10e410fda2dc","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4094",8.8533333333,-77.0266666667
"Holothuriidae","Holothuria","occidentalis","39eac908-05d3-40c1-9b8d-8d3e9f303874","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4099",NA,NA
"Holothuriidae","Holothuria","occidentalis","f04adf79-df32-4ac6-ae74-4b728c44d0da","Holothuria (Cystipus) occidentalis","MCZ:IZ:31732",8.8116666667,-77.2116666667
"Holothuriidae","Holothuria","occidentalis","d100ffb1-7598-4516-b728-cdd7212821b0","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-2023",22.8166666667,-79.0666666667
"Holothuriidae","Holothuria","occidentalis","7f54e568-8610-4855-8157-1d5cda6f4fa2","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4107",NA,NA
"Holothuriidae","Holothuria","occidentalis","01b78ce5-a8f9-4f1e-993c-1bde9e5d99dc","Holothuria (Cystipus) occidentalis","MCZ:IZ:HOL-4093",8.6483,-77.22
"Holothuriidae","Holothuria","rigida","250802fa-6999-44a7-b9ee-9b151cc0d750","Holothuria (Cystipus) rigida typica","MCZ:IZ:127090",NA,NA
"Holothuriidae","Holothuria","difficilis","d9fd307b-c799-44c4-ba8b-f9f3a0707fb8","Holothuria difficilis","31550748-539C-4C82-9BAB-DF43E1EAA5DA",-17.5,-149.8
"Holothuriidae","Holothuria","difficilis","ee27623c-23db-4430-a3ba-5463a0fd0715","Holothuria difficilis","3A8E9DB7-BE4E-4C2B-A8F0-73A7805B36FE",19.3,166.7
"Holothuriidae","Holothuria","difficilis","db1eeb29-fb2f-46f0-a691-0fe00d18cdf4","Holothuria difficilis","069F7D2F-283F-4A92-A0BC-125C4DFA9850",NA,NA
"Holothuriidae","Holothuria","difficilis","2d3b5bfa-4d51-4705-a7d9-b60c93698220","Holothuria difficilis","2D65D2F0-3D88-43CD-9178-49A3C8807A89",-11.51576667,47.37331667
"Holothuriidae","Holothuria","difficilis","e1cda894-0245-4452-a0b1-7e6447c799e1","Holothuria difficilis","39DBF940-F0CC-4B34-B176-6B32A97F1FA4",-18.9,-159.8
"Holothuriidae","Holothuria","difficilis","7e61e23e-8397-4da1-91ab-8240f050a09a","Holothuria difficilis","731DC897-7807-4DD1-BBDA-B6515CAC1A5F",13.5,144.8
"Holothuriidae","Holothuria","difficilis","1232d7df-e239-48dd-9133-6bb397cf1ac9","Holothuria difficilis","2750D733-5AD0-471D-9BD3-458C2B4E4984",23.626,58.481
"Holothuriidae","Holothuria","difficilis","a72bfa19-11ce-478f-9fbd-a0bd51d805f5","Holothuria difficilis","08210247-6D9E-44E4-AEA3-BF2F249C453C",-8.93692,-140.09083
"Holothuriidae","Holothuria","difficilis","ffe4a0d0-6a3d-4df8-88f7-0c1bdc81b28a","Holothuria difficilis","949D9485-D43A-40E8-B67D-52A198A262AE",-22.01802,-136.20067
"Holothuriidae","Holothuria","difficilis","95facd20-d6e1-45f4-aee1-57de27fa1054","Holothuria difficilis","728DD5C8-59F4-4AFE-9E6E-5D9E8E790C0B",-19.9858333333333,57.6301666666667
"Holothuriidae","Holothuria","difficilis","d6c1c0bf-2b39-4f32-8dd4-39c238333292","Holothuria difficilis","A603B044-030A-4E28-8A8E-0DF1D3483BE4",-25.066667,-130.083333
"Holothuriidae","Holothuria","difficilis","26497855-acc4-4bcf-b6eb-916ec603916d","Holothuria difficilis","BAD3AC43-E24F-4471-AB92-B8DD7CE0326F",-8.93692,-140.09083
"Holothuriidae","Holothuria","difficilis","040acaf2-8c08-47ed-8af2-c7b10df851f2","Holothuria difficilis","56B9CA15-2CDD-44A8-9495-5D0F1F9A1946",-19.1,-169.9
"Holothuriidae","Holothuria","difficilis","42520752-2450-4411-aa19-5b07b084a0db","Holothuria difficilis","088A58CF-D81B-4CAA-884F-95BEB331D429",-20.9225,55.341389
"Holothuriidae","Holothuria","difficilis","34f99d8e-e626-4d47-99d4-cadb2cf9c941","Holothuria difficilis","C62174DF-D40C-4600-B077-FBA780663C16",8.6317,-79.0299
"Holothuriidae","Holothuria","difficilis","b8891ef0-2403-49ea-97ea-5db069501d7e","Holothuria difficilis","6A06652F-9D14-404C-A2D4-8AEB75102451",-11.51576667,47.37331667
"Holothuriidae","Holothuria","difficilis","5a6a177a-87cd-49e0-b8e5-779ac3c491d1","Holothuria difficilis","9C926CD1-5A9E-47FA-8BCE-5930053C30E6",-17.597753,-149.842083
"Holothuriidae","Holothuria","difficilis","099c040f-e939-4b42-9339-69605c973095","Holothuria difficilis","E16749B4-AF39-44D6-A313-AB3A7E97F641",-8.93695,-139.5556
"Holothuriidae","Holothuria","difficilis","7c0e00e5-a6e5-43be-98be-bf851f3272fd","Holothuria difficilis","26CDAA76-7C62-4FF9-9F62-AA48D5BD4CB9",NA,NA
"Holothuriidae","Holothuria","difficilis","a11deb0c-6118-46fc-bbf9-be1bc80a1992","Holothuria difficilis","B09C350F-09AD-4A92-8EB7-F6552A6EB5DF",NA,NA
"Holothuriidae","Holothuria","difficilis","91f7a43b-209d-403c-8e17-4f642e7708e3","Holothuria difficilis","C75F456C-428B-4F5C-AD82-E408AF95817C",-13.4806,48.2333
"Holothuriidae","Holothuria","difficilis","7ff7ff1a-c30e-445d-9de7-ae61514a5448","Holothuria difficilis","E58E1B15-7318-41D2-8A39-BE58F5B7B034",5.36916,163.01382
"Holothuriidae","Holothuria","difficilis","9d2198ec-ff40-4b8a-8499-a6f1a88bd52f","Holothuria difficilis","D3FC7CC4-9C52-4D29-AE95-A516F7A78FB2",23.626,58.481
"Holothuriidae","Holothuria","difficilis","a6af0f9d-925c-4151-9ac5-e7377bb217db","Holothuria difficilis","539D00E9-2AB4-4DF0-A71E-E3ADF4583DD2",NA,NA
"Holothuriidae","Holothuria","difficilis","a1138dc2-2d5b-497f-b2f7-268dcad89b8b","Holothuria difficilis","646D0ED9-4065-495F-B23C-4022BD238C07",19.3,166.7
"Holothuriidae","Holothuria","difficilis","877c6326-1d5d-46df-866e-fef8c42cd851","Holothuria difficilis","A5DEA2AE-709B-4A50-A6DA-140309E7C0AB",NA,NA
"Holothuriidae","Holothuria","difficilis","95ce1e43-b2a4-455b-891d-4aa4ba7ad6de","Holothuria difficilis","C853D0A0-00A7-432A-9236-7ED01CD600B7",-0.504066666666667,166.946633333333
"Holothuriidae","Holothuria","difficilis","fbb4d347-d6b6-4a7e-ac90-039c626290c3","Holothuria difficilis","E9C56701-9711-4031-B50B-069D2C93BA4B",NA,NA
"Holothuriidae","Holothuria","difficilis","1a2f54a2-a566-4c83-904b-6cd208b262ca","Holothuria difficilis","A6555828-3407-4BB1-B0FC-031CF82F97EE",NA,NA
"Holothuriidae","Holothuria","difficilis","db457fca-2f6b-4b79-9b7c-2ca0b016c69f","Holothuria difficilis","C1840E7E-A777-4292-AEF0-AD68E2F3B564",-5.019131,145.798438
"Holothuriidae","Holothuria","difficilis","71b89642-1e48-4fab-b49e-ed36a0d983cf","Holothuria difficilis","418FD365-0805-4855-9E7F-29E1FE869644",13.5,144.8
"Holothuriidae","Holothuria","difficilis","e0e8bef1-ec8c-4014-a360-ba8dab38a742","Holothuria difficilis","B9AFEE9D-15E8-4DD2-996A-0B813FE73510",NA,NA
"Holothuriidae","Holothuria","difficilis","e2b2f48b-e802-4af9-961f-b980d9fbf7ca","Holothuria difficilis","3255BC72-DA50-4E1C-A181-F5F59446F3DA",NA,NA
"Holothuriidae","Holothuria","difficilis","e43cfa61-82ee-4ec3-be0e-6625030d273c","Holothuria difficilis","0316FD28-39A5-4590-99D8-30A781B9A756",5.36916,163.01382
"Holothuriidae","Holothuria","difficilis","4f110781-38c1-4355-8f22-2c43837471be","Holothuria difficilis","FBC70423-A353-4CB8-B3B8-ABE920D1EEC3",NA,NA
"Holothuriidae","Holothuria","difficilis","643a7fd6-80ee-43b5-ac61-44862cecb2c3","Holothuria difficilis","3C239575-31F7-47CB-BC82-D38C78E7A901",-21.107222,55.248889
"Holothuriidae","Holothuria","difficilis","023a7b80-c09f-4d32-a608-5d9365bf1533","Holothuria difficilis","06A82BB2-B47C-4365-A364-6F4958FC4833",7.285022,151.541051
"Holothuriidae","Holothuria","difficilis","4c05482c-222e-4199-a8e2-fb3d88522d38","Holothuria difficilis","E25B812C-115D-4FC2-A683-F0EECA8AFFD5",-19.1,-169.9
"Holothuriidae","Holothuria","difficilis","bbc6e445-aae0-4e93-88c9-5cabda1f132d","Holothuria difficilis","D650BAD0-34FB-42F9-9CAF-81461BAAF03E",-14.9833333333333,-147.616666666667
"Holothuriidae","Holothuria","difficilis","d87a0c32-d40b-4eff-9795-ea8b92079a38","Holothuria difficilis","612B92DF-46C2-4953-B956-414A2F0B7D43",7.12419,171.35625
"Holothuriidae","Holothuria","difficilis","688ae270-8784-4683-839c-d53e8d772beb","Holothuria difficilis","85404E84-151C-468F-B038-5F55DC8F8C4D",NA,NA
"Holothuriidae","Holothuria","difficilis","a0b01721-8337-4662-9d91-dd1eae9c5cee","Holothuria difficilis","3B56FDF3-83F3-45B5-B50A-66449B2809C0",8.6317,-79.0299
"Holothuriidae","Holothuria","difficilis","723caaa0-c9a4-4200-8dc9-7e4c04d9ad6b","Holothuria difficilis","19795316-7B72-4AB4-A393-14CC311160E4",13.5,144.8
"Holothuriidae","Holothuria","difficilis","864224af-8925-498a-a35c-471774409091","Holothuria difficilis","F67A19CC-9184-406B-B27E-2425E70462A4",26.406339,127.844547
"Holothuriidae","Holothuria","difficilis","c506a450-667d-4bcf-8e0b-af3f5367400d","Holothuria difficilis","E41FDA37-2790-4A31-AD23-44368211E972",NA,NA
"Holothuriidae","Holothuria","difficilis","7b637a02-7d70-4eee-a7bc-e40c7a6c915f","Holothuria difficilis","EF4C821E-2BE4-4711-80FA-2A8DE5077C4F",NA,NA
"Holothuriidae","Holothuria","difficilis","836b6651-5449-4005-94da-1c93c50c3015","Holothuria difficilis","B21FC1AA-895C-45F6-993C-EB77E924D214",-13.44624,48.33157
"Holothuriidae","Holothuria","difficilis","918dee95-730d-45f0-883b-81055f2bdd54","Holothuria difficilis","B6C620D3-D68E-4B42-B486-DDC29969D540",9.4158,123.2449
"Holothuriidae","Holothuria","difficilis","81fbd69a-870f-4ac5-8be0-e04376f150ae","Holothuria difficilis","27BEA81E-800F-48EC-9ADB-4BBE830B74BA",13.52459,144.80318
"Holothuriidae","Holothuria","difficilis","a7fa723b-595f-471e-af53-17f3178ad9d0","Holothuria difficilis","3B2F89DC-03C0-479B-B84E-B423CE7848EE",NA,NA
"Holothuriidae","Holothuria","difficilis","705d1ee9-2522-469a-a9fc-cb595cf5107a","Holothuria difficilis","FFED7097-5566-48D3-8039-4AE49C7439C1",26.406339,127.844547
"Holothuriidae","Holothuria","difficilis","3fb050dc-b184-42c9-ab95-f35bc2e54368","Holothuria difficilis","722FEC64-904A-4496-88BC-5BF7E6104B13",-5.002631,145.794118
"Holothuriidae","Holothuria","difficilis","38022ca6-8f5c-4f3f-9e06-89c52108f041","Holothuria difficilis","8911BEDF-39CE-4172-84D5-E89DA55E687F",11.55875,42.74083
"Holothuriidae","Holothuria","difficilis","c1a47e99-c484-4e52-8393-b6cf4eaa2a4e","Holothuria difficilis","C1A5ACEC-380D-4EEC-8B61-5DE591270418",-13.4244,48.3642
"Holothuriidae","Holothuria","difficilis","9c16c882-2167-4325-b06b-0f337fca36fe","Holothuria difficilis","AFB54A76-798A-49CF-9512-FBAF35DD0C6A",NA,NA
"Holothuriidae","Holothuria","difficilis","f54dd1e2-8249-41cf-8a1d-87b87a3ef00b","Holothuria difficilis","DEFAF78D-ACB3-4DFD-BE79-523C6D177CB1",23.3827,-109.4253
"Holothuriidae","Holothuria","difficilis","39cd2078-02f8-4703-b5d2-7f1e4e30b7c5","Holothuria difficilis","D5317BAE-14DA-46A8-BBC2-46B591407934",-21.2566666666667,-159.816833333333
"Holothuriidae","Holothuria","difficilis","df18ac6c-9b22-43bd-9a42-5df914a405db","Holothuria difficilis","2BBE26C6-A996-49E7-927D-04A4D244789F",-19.1,-169.9
"Holothuriidae","Holothuria","difficilis","a30860a4-8d8f-4f9c-9de1-7012cfdbd581","Holothuria difficilis","AEA4DF26-67D6-452C-A38F-524E6F6965BD",-18.1788166666667,178.457433333333
"Holothuriidae","Holothuria","difficilis","d315c46f-facd-4428-9e75-bf62b51b4aa5","Holothuria difficilis","B6DFAF1C-639E-4D09-AB80-C4F14D8C2D7F",-8.93718,-140.12067
"Holothuriidae","Holothuria","difficilis","c7eb8e92-f9fb-4f33-be2f-c0fd6fbbf96b","Holothuria difficilis","E20AA982-8692-4C30-B34E-73C256C45F3B",-18.042225,162.958427
"Holothuriidae","Holothuria","difficilis","c3c27bab-68d6-4358-9537-84f534206735","Holothuria difficilis","850BC4FC-FBD0-4D72-9A86-C6A5C6587C79",21.4352833333333,-157.788783333333
"Holothuriidae","Holothuria","difficilis","8c166619-c6a4-47a1-9d11-ef4335a353b4","Holothuria difficilis","81A278EE-0397-4CFA-B895-5E23920B4FF4",-14.3616,-170.7471
"Holothuriidae","Holothuria","difficilis","7c398da1-b11b-45bc-bbf8-30feef6f1b11","Holothuria difficilis","2EEF8D70-4D79-40A4-A625-D0622AFF024C",23.3827,-109.4253
"Holothuriidae","Holothuria","difficilis","e721b955-70a0-443d-9bdf-cd086675c5c4","Holothuria difficilis","D54D46DF-6567-4BC5-9736-5C3C80082BD5",-21.087166,55.2216
"Holothuriidae","Holothuria","difficilis","30290e6e-6435-446f-ae2f-12a019360348","Holothuria difficilis","4E382413-3B6E-4AE3-9116-C457101572EC",-13.4806,48.2333
"Holothuriidae","Holothuria","difficilis","a2a895fe-935c-49e7-a773-19fecd328336","Holothuria difficilis","BEADFCBF-669C-43C0-854C-5738F265B6FB",-19.1,-169.9
"Holothuriidae","Holothuria","difficilis","6430e261-8326-4d1c-b752-e986d448c0d2","Holothuria difficilis","96AAE7D9-07A8-46AD-9EE7-0C95554BE3FF",8.6317,-79.0299
"Holothuriidae","Holothuria","difficilis","c690a38a-1d78-41bd-ad2d-71bf942a62d0","Holothuria difficilis","D51A5BD4-B274-4D93-9F1A-6B61EB07FC0F",NA,NA
"Holothuriidae","Holothuria","difficilis","8f1cd561-398a-4783-8ac4-1526a4cb511e","Holothuria difficilis","03880960-50AE-492C-9BE7-1B94A1FB3274",NA,NA
"Holothuriidae","Holothuria","difficilis","ec7961b3-d769-4562-b282-6aeb256183a4","Holothuria difficilis","084C8112-A124-4804-8775-C7F7849BD0C7",-21.087166,55.2216
"Holothuriidae","Holothuria","difficilis","e1f2f5c7-be9f-4466-bb2d-90e0115b42eb","Holothuria difficilis","5F89CE55-B742-48BB-B4A6-A119E2A36437",-21.19358333,55.28243333
"Holothuriidae","Holothuria","difficilis","ccf350c2-985f-4e9d-be13-ef5de59457a3","Holothuria difficilis","C6795853-17FB-4E50-ADB3-4348534D4A4F",-17.4964,-149.7528
"Holothuriidae","Holothuria","difficilis","67bae7fa-8347-4814-9d5f-c38e0a8b0d65","Holothuria difficilis","518927AD-23F4-4829-9812-3B27F40AC6CE",23.3827,-109.4253
"Holothuriidae","Holothuria","difficilis","b565774e-55d9-401a-8c56-f00bf8435d41","Holothuria difficilis","4134692E-ABE4-4A23-B8E3-EF84923AD089",-21.378889,55.676944
"Holothuriidae","Holothuria","difficilis","e1f38689-e278-4338-86da-6953e5cae974","Holothuria difficilis","312B255F-86D2-4086-9EA2-929952B524D4",NA,NA
"Holothuriidae","Holothuria","discrepans","28c3f35e-8802-47cb-b5dc-07ed72679aee","Holothuria discrepans","0A4F5CB7-1F48-45AA-B108-2AEA006952A8",13.596892,144.834935
"Holothuriidae","Holothuria","discrepans","e6ea31e1-cd64-4ae6-b9a9-727d1ccf403b","Holothuria discrepans","ADA18D8F-2936-4ED3-99ED-0FA14FB56551",-17.91448,162.9118
"Holothuriidae","Holothuria","discrepans","479f1e18-559f-4cec-9150-dd5090086d6b","Holothuria discrepans","BBE0234C-921D-4885-AA69-E63210F85770",6.4358,-162.3822
"Holothuriidae","Holothuria","discrepans","3431e1b8-9036-4cbc-9261-45dd178084ae","Holothuria discrepans","510F14F1-C446-4D0C-8B19-D2CD7B75E29D",5.8683,-162.1083
"Holothuriidae","Holothuria","discrepans","ed64a3b6-3b60-46b6-8658-9eab7f63eb26","Holothuria discrepans","54D0CD98-E204-4EE3-A250-B524A91ECA0D",-19.1,-169.9
"Holothuriidae","Holothuria","discrepans","336aff7d-e691-49d3-8378-702afe8c893b","Holothuria discrepans","ED225505-F5DF-4C0D-9CCE-7E42D5435DDD",-19.1,-169.9
"Holothuriidae","Holothuria","discrepans","042a2c4e-3163-485d-9452-873cc9a1c0c6","Holothuria discrepans","EDD09C0A-CD29-4FD1-A4BC-BBB39E193EAF",-15.2421666666667,-147.588166666667
"Holothuriidae","Holothuria","dofleini","194fa8a6-a91c-4a7c-ab6d-87195e26a268","Holothuria dofleini","767FB215-4BE0-45E6-A060-8D9E4E73BCAB",NA,NA
"Holothuriidae","Holothuria","dofleini","589d3c61-6f75-4d07-bff8-fff2238d4e04","Holothuria dofleini","C4F2C2A6-5C39-41BB-B58C-FA8A6E0576E0",23.6347,-166.1857
"Holothuriidae","Holothuria","dofleini","c9049c41-60a8-498e-adf3-0f56b354fbf3","Holothuria dofleini","58459381-3125-4523-96BB-BC0A42BE9B78",19.99667,-155.24556
"Holothuriidae","Holothuria","dofleini","19701098-7e86-40e2-8e0d-79d847653630","Holothuria dofleini","7F2BE3C7-5555-4DDB-A133-BB8E70739508",23.8632,-166.1842
"Holothuriidae","Holothuria","dofleini","c0b94d53-0a12-4823-bf2e-67f4e4b55d6e","Holothuria dofleini","37EC923C-707B-4230-BF5B-80E3AA1FAF77",23.8632,-166.1842
"Holothuriidae","Holothuria","dofleini","f6d6112e-ba3e-4b63-b54b-c6a001023083","Holothuria dofleini","066507C3-D847-4EE4-8313-230B96B95433",23.6577,-166.0738
"Holothuriidae","Holothuria","dofleini","37f80585-6311-470b-b5ac-372213690382","Holothuria dofleini","D53C75E5-B650-4A49-A40B-30D74A361354",23.8445,-166.3348
"Holothuriidae","Holothuria","edulis","c4cd3915-039b-43d8-81fd-439a7cf235d3","Holothuria edulis","B5A720EB-5CB7-4D77-834D-92A3BA8806AB",-13.2989,48.1472
"Holothuriidae","Holothuria","edulis","c1e3996e-f1a0-484d-9575-e3f92fb4e4af","Holothuria edulis","E4631B47-2FC2-4D5C-978E-DD9DDD4E26BE",-22.34229,166.42765
"Holothuriidae","Holothuria","edulis","3d15bd8e-2030-4415-bbe7-f6025c406dc8","Holothuria edulis","8168E09F-F04F-4487-9355-6A0ACE72D86B",9.51362,138.13182
"Holothuriidae","Holothuria","edulis","c6a0a4dc-d21b-457d-95f4-9d029b29a3a5","Holothuria edulis","AAF92631-4449-4702-A79F-B5C0D0A05787",NA,NA
"Holothuriidae","Holothuria","edulis","3cc43b15-0be3-4955-a411-f24187985ba1","Holothuria edulis","8E6224FC-D245-4C42-BE93-0779DD35E330",26.32577,127.744874
"Holothuriidae","Holothuria","edulis","7a5f798b-bdd3-49f8-bc36-b5522a4d2cab","Holothuria edulis","E2AAF2F0-C3EC-4E22-8068-930746B398BF",9.60988,123.17229
"Holothuriidae","Holothuria","edulis","3980a8f0-acfa-46fa-82ef-7398ead99234","Holothuria edulis","A755D484-A982-41A1-86AC-3706CE36ABA8",23.521448,58.731182
"Holothuriidae","Holothuria","edulis","672f4c0c-c77b-475b-977e-121be3c86a33","Holothuria edulis","A4F3ED89-4352-4CCC-8C40-9F82A6772897",-14.6811,145.4725
"Holothuriidae","Holothuria","edulis","0ac75fca-b536-44e9-8fdd-e7d0910f3ecc","Holothuria edulis","D06B74D1-6EA7-4F09-9E8A-33F2D371D302",26.607234,127.919026
"Holothuriidae","Holothuria","edulis","d1d0fe9e-e5ec-4ef9-aef5-cfdf4d969341","Holothuria edulis","5A48F996-5935-4BFF-B176-7E779FDF4630",6.39079,-162.34189
"Holothuriidae","Holothuria","edulis","de003d03-d44f-4a59-a2c4-52093d7ba983","Holothuria edulis","urn:catalog:CAS:IZ:174579",5.8715167,-162.1068167
"Holothuriidae","Holothuria","edulis","5e9a1104-c235-4fc1-8e7d-808c728911b3","Holothuria edulis","302EC02D-AD75-4DB9-B775-7489A0F67F1A",26.444199,127.772746
"Holothuriidae","Holothuria","edulis","67b57e49-2311-416e-ae5f-efeef7050403","Holothuria edulis","BC02D647-D3E8-4729-91DE-C8661491668F",11.5266666666667,42.6583333333333
"Holothuriidae","Holothuria","edulis","b53fc180-d966-49db-a028-d1fe5a837178","Holothuria edulis","4CE80CE1-3725-49F8-B0CF-EE658CDC2D56",NA,NA
"Holothuriidae","Holothuria","edulis","1d34ef61-d56d-45a9-bf65-66e54f416f6a","Holothuria edulis","9DC39AA7-E3FE-4535-8EAB-8DD46E1068C6",-22.69017,113.6305
"Holothuriidae","Holothuria","edulis","39e6d55c-a51b-42c6-8697-f0638065f722","Holothuria edulis","C410D2BE-5504-4DD8-BFB4-9FD0AAC33B1C",-5.151,145.818665
"Holothuriidae","Holothuria","edulis","147122a3-a1e4-45c9-b3b8-f7cb4f06e4d4","Holothuria edulis","96DC13A8-0A18-4F3C-9AAF-285EF509245D",16.4892,41.94432
"Holothuriidae","Holothuria","edulis","2482c231-b74f-4e04-a7ba-b81182fe5670","Holothuria edulis","3E7671AE-DE74-455F-81DC-FE6140D6B095",NA,NA
"Holothuriidae","Holothuria","edulis","3bca4cc8-78a1-4f80-b64f-ffd3aa582edd","Holothuria edulis","DE9552DF-5932-47D0-B151-A9F7229CE763",-5.195717,145.84671
"Holothuriidae","Holothuria","edulis","3e679e5a-7b57-4212-99bd-81ae84cac190","Holothuria edulis","FD12C5FB-2ED1-418A-BA8D-83DAFE0D0A2D",26.32577,127.744874
"Holothuriidae","Holothuria","edulis","d9fe626b-61c8-4550-8639-2cd6d97e0b85","Holothuria edulis","91E4E116-1BF9-4788-8DD5-31809A297150",16.79097,42.19865
"Holothuriidae","Holothuria","edulis","2a8ea582-e7c0-42ec-ab11-141c4b85d410","Holothuria edulis","C6F2ADD0-AC5D-46DA-AC89-08359017CC27",23.68165,58.49705
"Holothuriidae","Holothuria","edulis","1e3818ad-0d06-4cb6-8ca7-ba06377609ed","Holothuria edulis","36DBF4CE-A4B7-43F1-9F54-14CDD5181280",26.444199,127.772746
"Holothuriidae","Holothuria","edulis","24ba2aca-0a6a-4ad8-9d95-70e62b6fe2f6","Holothuria edulis","B0C7387C-2A9B-4917-9F0C-EEF520F6BD5E",26.444199,127.772746
